	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
271	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_404	tr|H0Y7F4|H0Y7F4_HUMAN	100.0	5	0	0	1	5	2	6	95.0	16.9	5	tr|H0Y7F4|H0Y7F4_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Fragment) OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
272	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_405	tr|H3BT75|H3BT75_HUMAN	100.0	5	0	0	1	5	23	27	99.0	16.9	5	tr|H3BT75|H3BT75_HUMAN Endonuclease 8-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NEIL1 PE=1 SV=1
273	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_406	tr|A0A494C0M1|A0A494C0M1_HUMAN	100.0	5	0	0	1	5	586	590	94.0	16.9	5	tr|A0A494C0M1|A0A494C0M1_HUMAN DNA mismatch repair protein OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=1
274	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_406	tr|A0A087WWJ1|A0A087WWJ1_HUMAN	100.0	5	0	0	1	5	684	688	94.0	16.9	5	tr|A0A087WWJ1|A0A087WWJ1_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=1
275	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_415	tr|A0A2R8Y5H9|A0A2R8Y5H9_HUMAN	100.0	5	0	0	1	5	380	384	18.0	19.2	5	tr|A0A2R8Y5H9|A0A2R8Y5H9_HUMAN Kinase suppressor of Ras 1 OS=Homo sapiens OX=9606 GN=KSR1 PE=1 SV=1
276	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_415	tr|A0A2R8Y4X0|A0A2R8Y4X0_HUMAN	100.0	5	0	0	1	5	295	299	18.0	19.2	5	tr|A0A2R8Y4X0|A0A2R8Y4X0_HUMAN Kinase suppressor of Ras 1 OS=Homo sapiens OX=9606 GN=KSR1 PE=1 SV=1
277	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_415	tr|A8MY87|A8MY87_HUMAN	100.0	5	0	0	1	5	115	119	18.0	19.2	5	tr|A8MY87|A8MY87_HUMAN Kinase suppressor of Ras 1 (Fragment) OS=Homo sapiens OX=9606 GN=KSR1 PE=1 SV=2
278	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_415	tr|A0A0A0MQW1|A0A0A0MQW1_HUMAN	100.0	5	0	0	1	5	303	307	20.0	19.2	5	tr|A0A0A0MQW1|A0A0A0MQW1_HUMAN Kinase suppressor of Ras 1 OS=Homo sapiens OX=9606 GN=KSR1 PE=1 SV=1
279	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_415	tr|E9PB13|E9PB13_HUMAN	100.0	5	0	0	1	5	416	420	36.0	18.5	5	tr|E9PB13|E9PB13_HUMAN Kinase suppressor of Ras 2 OS=Homo sapiens OX=9606 GN=KSR2 PE=1 SV=1
282	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_420	tr|G3V5N8|G3V5N8_HUMAN	100.0	5	0	0	1	5	710	714	42.0	18.1	5	tr|G3V5N8|G3V5N8_HUMAN Zinc finger FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZFYVE1 PE=1 SV=1
283	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4191	tr|A0A0U1RQV4|A0A0U1RQV4_HUMAN	100.0	5	0	0	1	5	173	177	71.0	17.3	5	tr|A0A0U1RQV4|A0A0U1RQV4_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1
284	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4191	tr|A0A087WX73|A0A087WX73_HUMAN	100.0	5	0	0	1	5	4	8	77.0	17.3	5	tr|A0A087WX73|A0A087WX73_HUMAN A-kinase anchor protein 13 (Fragment) OS=Homo sapiens OX=9606 GN=AKAP13 PE=1 SV=1
293	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4296	tr|C9J8Q5|C9J8Q5_HUMAN	100.0	5	0	0	1	5	404	408	86.0	17.3	5	tr|C9J8Q5|C9J8Q5_HUMAN Succinate-semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=1
294	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4296	tr|A0A5F9ZI23|A0A5F9ZI23_HUMAN	100.0	5	0	0	1	5	305	309	86.0	17.3	5	tr|A0A5F9ZI23|A0A5F9ZI23_HUMAN Succinate-semialdehyde dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=1
295	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4322	tr|A0A096LNH4|A0A096LNH4_HUMAN	100.0	5	0	0	1	5	46	50	98.0	16.9	5	tr|A0A096LNH4|A0A096LNH4_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 GN=LOC102724488 PE=1 SV=1
306	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4330	tr|Q86X91|Q86X91_HUMAN	100.0	5	0	0	1	5	149	153	55.0	17.7	5	tr|Q86X91|Q86X91_HUMAN Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=1
307	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4330	tr|F8WDG7|F8WDG7_HUMAN	100.0	5	0	0	1	5	149	153	58.0	17.7	5	tr|F8WDG7|F8WDG7_HUMAN Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=1
313	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4334	tr|E5RJ86|E5RJ86_HUMAN	100.0	5	0	0	1	5	49	53	34.0	18.5	5	tr|E5RJ86|E5RJ86_HUMAN Armadillo repeat-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARMC1 PE=1 SV=1
314	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4355	tr|J3QLE4|J3QLE4_HUMAN	100.0	5	0	0	1	5	81	85	85.0	17.3	5	tr|J3QLE4|J3QLE4_HUMAN tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (Fragment) OS=Homo sapiens OX=9606 GN=DUS1L PE=1 SV=1
315	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4369	tr|E9PB13|E9PB13_HUMAN	100.0	5	0	0	1	5	396	400	59.0	17.7	5	tr|E9PB13|E9PB13_HUMAN Kinase suppressor of Ras 2 OS=Homo sapiens OX=9606 GN=KSR2 PE=1 SV=1
316	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4369	tr|A0A2R8YDQ5|A0A2R8YDQ5_HUMAN	100.0	5	0	0	1	5	583	587	71.0	17.3	5	tr|A0A2R8YDQ5|A0A2R8YDQ5_HUMAN Zinc finger protein 746 OS=Homo sapiens OX=9606 GN=ZNF746 PE=1 SV=1
321	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4369	tr|A0A499FJI4|A0A499FJI4_HUMAN	100.0	5	0	0	1	5	731	735	96.0	16.9	5	tr|A0A499FJI4|A0A499FJI4_HUMAN RCR-type E3 ubiquitin transferase OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=1
327	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4375	tr|A0A0B4J291|A0A0B4J291_HUMAN	100.0	5	0	0	1	5	29	33	50.0	18.1	5	tr|A0A0B4J291|A0A0B4J291_HUMAN Chromodomain Y-like protein 2 OS=Homo sapiens OX=9606 GN=CDYL2 PE=1 SV=1
328	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4376	tr|E7ER26|E7ER26_HUMAN	100.0	5	0	0	1	5	652	656	64.0	17.7	5	tr|E7ER26|E7ER26_HUMAN PR domain zinc finger protein 15 OS=Homo sapiens OX=9606 GN=PRDM15 PE=1 SV=2
329	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4376	tr|K7EKT3|K7EKT3_HUMAN	100.0	5	0	0	1	5	99	103	69.0	17.7	5	tr|K7EKT3|K7EKT3_HUMAN Glutaryl-CoA dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=GCDH PE=1 SV=1
330	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4377	tr|E7ER26|E7ER26_HUMAN	100.0	5	0	0	1	5	653	657	77.0	17.3	5	tr|E7ER26|E7ER26_HUMAN PR domain zinc finger protein 15 OS=Homo sapiens OX=9606 GN=PRDM15 PE=1 SV=2
332	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_430	tr|H0YMB8|H0YMB8_HUMAN	100.0	5	0	0	1	5	55	59	55.0	17.7	5	tr|H0YMB8|H0YMB8_HUMAN Coiled-coil domain-containing protein 33 (Fragment) OS=Homo sapiens OX=9606 GN=CCDC33 PE=1 SV=1
333	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_430	tr|A0A286YEE6|A0A286YEE6_HUMAN	100.0	5	0	0	1	5	149	153	56.0	17.7	5	tr|A0A286YEE6|A0A286YEE6_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1
334	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_430	tr|E7EWC6|E7EWC6_HUMAN	100.0	5	0	0	1	5	239	243	73.0	17.3	5	tr|E7EWC6|E7EWC6_HUMAN DNA-directed RNA polymerase II subunit RPB11-b2 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2J3 PE=4 SV=1
335	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4410	tr|H0YEF1|H0YEF1_HUMAN	100.0	5	0	0	1	5	249	253	85.0	17.3	5	tr|H0YEF1|H0YEF1_HUMAN Jouberin (Fragment) OS=Homo sapiens OX=9606 GN=AHI1 PE=1 SV=1
336	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4410	tr|H0Y343|H0Y343_HUMAN	100.0	5	0	0	1	5	351	355	96.0	16.9	5	tr|H0Y343|H0Y343_HUMAN Jouberin (Fragment) OS=Homo sapiens OX=9606 GN=AHI1 PE=1 SV=1
337	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4442	tr|A0A494C0S9|A0A494C0S9_HUMAN	100.0	5	0	0	1	5	943	947	33.0	18.5	5	tr|A0A494C0S9|A0A494C0S9_HUMAN C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8 OS=Homo sapiens OX=9606 GN=CPAMD8 PE=1 SV=1
338	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4443	tr|H7BY35|H7BY35_HUMAN	100.0	5	0	0	1	5	2179	2183	21.0	18.9	5	tr|H7BY35|H7BY35_HUMAN Ryanodine receptor 2 OS=Homo sapiens OX=9606 GN=RYR2 PE=1 SV=2
339	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4443	tr|F5H5D4|F5H5D4_HUMAN	100.0	5	0	0	1	5	116	120	62.0	17.7	5	tr|F5H5D4|F5H5D4_HUMAN Proteasomal ATPase-associated factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=PAAF1 PE=1 SV=1
340	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4443	tr|B7Z3L6|B7Z3L6_HUMAN	100.0	5	0	0	1	5	471	475	62.0	17.7	5	tr|B7Z3L6|B7Z3L6_HUMAN Sodium/nucleoside cotransporter 1 OS=Homo sapiens OX=9606 GN=SLC28A1 PE=1 SV=1
341	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4443	tr|F5H3I1|F5H3I1_HUMAN	100.0	5	0	0	1	5	121	125	65.0	17.7	5	tr|F5H3I1|F5H3I1_HUMAN Proteasomal ATPase-associated factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=PAAF1 PE=1 SV=1
342	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4443	tr|F5H103|F5H103_HUMAN	100.0	5	0	0	1	5	121	125	74.0	17.3	5	tr|F5H103|F5H103_HUMAN Proteasomal ATPase-associated factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=PAAF1 PE=1 SV=1
348	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4481	tr|E9PC71|E9PC71_HUMAN	100.0	5	0	0	1	5	35	39	85.0	17.3	5	tr|E9PC71|E9PC71_HUMAN Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=1
349	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4481	tr|E7ER47|E7ER47_HUMAN	100.0	5	0	0	1	5	35	39	88.0	17.3	5	tr|E7ER47|E7ER47_HUMAN Visinin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VSNL1 PE=1 SV=1
350	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4481	tr|E9PE24|E9PE24_HUMAN	100.0	5	0	0	1	5	35	39	89.0	17.3	5	tr|E9PE24|E9PE24_HUMAN Visinin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VSNL1 PE=1 SV=1
351	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4482	tr|A0A2R8YFH3|A0A2R8YFH3_HUMAN	100.0	5	0	0	1	5	441	445	98.0	16.9	5	tr|A0A2R8YFH3|A0A2R8YFH3_HUMAN Protein SERAC1 OS=Homo sapiens OX=9606 GN=SERAC1 PE=1 SV=1
352	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4482	tr|A0A2R8YD19|A0A2R8YD19_HUMAN	100.0	5	0	0	1	5	441	445	98.0	16.9	5	tr|A0A2R8YD19|A0A2R8YD19_HUMAN Protein SERAC1 OS=Homo sapiens OX=9606 GN=SERAC1 PE=1 SV=1
353	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4500	tr|V9GZ50|V9GZ50_HUMAN	100.0	5	0	0	1	5	66	70	88.0	17.3	5	tr|V9GZ50|V9GZ50_HUMAN A kinase (PRKA) anchor protein 8-like, isoform CRA_c OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=1
354	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4500	tr|M0QYT7|M0QYT7_HUMAN	100.0	5	0	0	1	5	89	93	92.0	17.3	5	tr|M0QYT7|M0QYT7_HUMAN A-kinase anchor protein 8-like (Fragment) OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=1
355	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4500	tr|M0R010|M0R010_HUMAN	100.0	5	0	0	1	5	119	123	92.0	17.3	5	tr|M0R010|M0R010_HUMAN A-kinase anchor protein 8-like (Fragment) OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=1
356	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4528	tr|G3XAM7|G3XAM7_HUMAN	100.0	5	0	0	1	5	811	815	79.0	17.3	5	tr|G3XAM7|G3XAM7_HUMAN Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1
357	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4541	tr|A2A2F0|A2A2F0_HUMAN	100.0	5	0	0	1	5	1050	1054	20.0	19.2	5	tr|A2A2F0|A2A2F0_HUMAN Ral GTPase-activating protein subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=RALGAPB PE=1 SV=1
358	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4541	tr|A0A0J9YW54|A0A0J9YW54_HUMAN	100.0	5	0	0	1	5	593	597	20.0	19.2	5	tr|A0A0J9YW54|A0A0J9YW54_HUMAN Ral GTPase-activating protein subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=RALGAPB PE=1 SV=1
359	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4541	tr|H0YN02|H0YN02_HUMAN	100.0	5	0	0	1	5	605	609	50.0	18.1	5	tr|H0YN02|H0YN02_HUMAN WD repeat-containing protein 72 (Fragment) OS=Homo sapiens OX=9606 GN=WDR72 PE=1 SV=1
360	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4541	tr|H0YKE0|H0YKE0_HUMAN	100.0	5	0	0	1	5	615	619	63.0	17.7	5	tr|H0YKE0|H0YKE0_HUMAN WD repeat-containing protein 72 OS=Homo sapiens OX=9606 GN=WDR72 PE=1 SV=1
361	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4541	tr|H0YLX4|H0YLX4_HUMAN	100.0	5	0	0	1	5	602	606	66.0	17.7	5	tr|H0YLX4|H0YLX4_HUMAN WD repeat-containing protein 72 OS=Homo sapiens OX=9606 GN=WDR72 PE=1 SV=1
362	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4544	tr|G3V2D8|G3V2D8_HUMAN	100.0	5	0	0	1	5	2125	2129	81.0	17.3	5	tr|G3V2D8|G3V2D8_HUMAN Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=1
363	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4551	tr|H0Y9Y4|H0Y9Y4_HUMAN	100.0	5	0	0	1	5	22	26	39.0	18.5	5	tr|H0Y9Y4|H0Y9Y4_HUMAN 40S ribosomal protein S3a (Fragment) OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=1
364	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4551	tr|D6RG13|D6RG13_HUMAN	100.0	5	0	0	1	5	8	12	61.0	17.7	5	tr|D6RG13|D6RG13_HUMAN 40S ribosomal protein S3a (Fragment) OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=1
365	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4551	tr|E9PFI5|E9PFI5_HUMAN	100.0	5	0	0	1	5	28	32	93.0	16.9	5	tr|E9PFI5|E9PFI5_HUMAN 40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=1
367	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4583	tr|A0A1W2PP74|A0A1W2PP74_HUMAN	100.0	5	0	0	1	5	319	323	90.0	16.9	5	tr|A0A1W2PP74|A0A1W2PP74_HUMAN Glycine dehydrogenase (aminomethyl-transferring) OS=Homo sapiens OX=9606 GN=GLDC PE=1 SV=1
368	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4583	tr|A0A1W2PQV3|A0A1W2PQV3_HUMAN	100.0	5	0	0	1	5	287	291	90.0	16.9	5	tr|A0A1W2PQV3|A0A1W2PQV3_HUMAN Glycine dehydrogenase (aminomethyl-transferring) OS=Homo sapiens OX=9606 GN=GLDC PE=1 SV=1
369	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4583	tr|A0A1W2PPB1|A0A1W2PPB1_HUMAN	100.0	5	0	0	1	5	153	157	92.0	16.9	5	tr|A0A1W2PPB1|A0A1W2PPB1_HUMAN Glycine dehydrogenase (decarboxylating), mitochondrial OS=Homo sapiens OX=9606 GN=GLDC PE=1 SV=1
370	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4603	tr|A0A0A0MSJ9|A0A0A0MSJ9_HUMAN	100.0	5	0	0	1	5	724	728	57.0	17.7	5	tr|A0A0A0MSJ9|A0A0A0MSJ9_HUMAN Ras GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=RASA2 PE=1 SV=1
377	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4608	tr|A0A2R8Y575|A0A2R8Y575_HUMAN	100.0	5	0	0	1	5	219	223	88.0	16.9	5	tr|A0A2R8Y575|A0A2R8Y575_HUMAN Pleckstrin homology domain-containing family M member 2 OS=Homo sapiens OX=9606 GN=PLEKHM2 PE=1 SV=1
378	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4674	tr|F5GZF8|F5GZF8_HUMAN	100.0	5	0	0	1	5	121	125	91.0	17.3	5	tr|F5GZF8|F5GZF8_HUMAN Muscarinic acetylcholine receptor (Fragment) OS=Homo sapiens OX=9606 GN=CHRM1 PE=3 SV=1
379	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4679	tr|B3KTU7|B3KTU7_HUMAN	100.0	5	0	0	1	5	19	23	57.0	17.7	5	tr|B3KTU7|B3KTU7_HUMAN Gamma-tubulin complex component OS=Homo sapiens OX=9606 GN=TUBGCP2 PE=1 SV=1
380	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4679	tr|F2Z2B9|F2Z2B9_HUMAN	100.0	5	0	0	1	5	426	430	82.0	17.3	5	tr|F2Z2B9|F2Z2B9_HUMAN Gamma-tubulin complex component OS=Homo sapiens OX=9606 GN=TUBGCP2 PE=1 SV=1
385	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4685	tr|A0A0A0MRL6|A0A0A0MRL6_HUMAN	100.0	5	0	0	1	5	117	121	91.0	16.9	5	tr|A0A0A0MRL6|A0A0A0MRL6_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1
386	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4685	tr|E9PBC5|E9PBC5_HUMAN	100.0	5	0	0	1	5	195	199	92.0	16.9	5	tr|E9PBC5|E9PBC5_HUMAN Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=2
387	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4685	tr|F8W8M4|F8W8M4_HUMAN	100.0	5	0	0	1	5	117	121	95.0	16.9	5	tr|F8W8M4|F8W8M4_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1
388	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4685	tr|H0YAC1|H0YAC1_HUMAN	100.0	5	0	0	1	5	281	285	95.0	16.9	5	tr|H0YAC1|H0YAC1_HUMAN Plasma kallikrein (Fragment) OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=1
389	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4685	tr|A0A3B3IS55|A0A3B3IS55_HUMAN	100.0	5	0	0	1	5	177	181	96.0	16.9	5	tr|A0A3B3IS55|A0A3B3IS55_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1
390	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4686	tr|A0A2R8YD85|A0A2R8YD85_HUMAN	100.0	5	0	0	1	5	641	645	41.0	18.1	5	tr|A0A2R8YD85|A0A2R8YD85_HUMAN Dedicator of cytokinesis protein 10 OS=Homo sapiens OX=9606 GN=DOCK10 PE=1 SV=1
393	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4687	tr|E7ETN2|E7ETN2_HUMAN	100.0	5	0	0	1	5	409	413	96.0	16.9	5	tr|E7ETN2|E7ETN2_HUMAN Eyes absent homolog OS=Homo sapiens OX=9606 GN=EYA2 PE=1 SV=1
394	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4688	tr|A0A1B0GVU7|A0A1B0GVU7_HUMAN	100.0	5	0	0	1	5	225	229	40.0	18.1	5	tr|A0A1B0GVU7|A0A1B0GVU7_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=1
395	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4688	tr|H0YMT1|H0YMT1_HUMAN	100.0	5	0	0	1	5	114	118	40.0	18.1	5	tr|H0YMT1|H0YMT1_HUMAN Talin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=1
396	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4689	tr|A0A669KBI7|A0A669KBI7_HUMAN	100.0	5	0	0	1	5	959	963	71.0	17.3	5	tr|A0A669KBI7|A0A669KBI7_HUMAN [Histone H3]-lysine(4) N-trimethyltransferase OS=Homo sapiens OX=9606 GN=KMT2B PE=1 SV=1
397	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4689	tr|A0A1B0GVU7|A0A1B0GVU7_HUMAN	100.0	5	0	0	1	5	226	230	71.0	17.3	5	tr|A0A1B0GVU7|A0A1B0GVU7_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=1
398	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4689	tr|H0YMT1|H0YMT1_HUMAN	100.0	5	0	0	1	5	115	119	71.0	17.3	5	tr|H0YMT1|H0YMT1_HUMAN Talin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=1
399	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4691	tr|J3KP92|J3KP92_HUMAN	100.0	5	0	0	1	5	462	466	91.0	16.9	5	tr|J3KP92|J3KP92_HUMAN Homeodomain-interacting protein kinase 1 OS=Homo sapiens OX=9606 GN=HIPK1 PE=1 SV=1
400	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4691	tr|Q5SQL3|Q5SQL3_HUMAN	100.0	5	0	0	1	5	462	466	91.0	16.9	5	tr|Q5SQL3|Q5SQL3_HUMAN Homeodomain-interacting protein kinase 1 OS=Homo sapiens OX=9606 GN=HIPK1 PE=1 SV=1
401	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4691	tr|H7BXX9|H7BXX9_HUMAN	100.0	5	0	0	1	5	464	468	91.0	16.9	5	tr|H7BXX9|H7BXX9_HUMAN Homeodomain-interacting protein kinase 2 OS=Homo sapiens OX=9606 GN=HIPK2 PE=1 SV=2
404	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4699	tr|A0A3F2YP58|A0A3F2YP58_HUMAN	100.0	5	0	0	1	5	688	692	95.0	16.9	5	tr|A0A3F2YP58|A0A3F2YP58_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE10A PE=1 SV=1
405	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4700	tr|A0A087WVD1|A0A087WVD1_HUMAN	100.0	5	0	0	1	5	327	331	49.0	18.1	5	tr|A0A087WVD1|A0A087WVD1_HUMAN Leukocyte receptor cluster member 9 OS=Homo sapiens OX=9606 GN=LENG9 PE=1 SV=1
406	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4735	tr|J3KPQ3|J3KPQ3_HUMAN	100.0	5	0	0	1	5	49	53	77.0	17.3	5	tr|J3KPQ3|J3KPQ3_HUMAN Nuclear receptor subfamily 1 group I member 2 OS=Homo sapiens OX=9606 GN=NR1I2 PE=1 SV=1
407	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4735	tr|H0Y8E2|H0Y8E2_HUMAN	100.0	5	0	0	1	5	49	53	77.0	17.3	5	tr|H0Y8E2|H0Y8E2_HUMAN Nuclear receptor subfamily 1 group I member 2 OS=Homo sapiens OX=9606 GN=NR1I2 PE=1 SV=1
